"move_id","version_group_id","flavor_text"
"396","8","The user looses a blast of aura power from deep within its body. This move is certain to hit."
"396","11","The user looses a blast of aura power from deep within its body at the target. This move is certain to hit."
"396","15","The user lets loose a blast of aura power from deep within its body at the target. This attack never misses."
"396","25","The user lets loose a pulse of aura power from deep within its body at the target. This attack never misses."
"397","8","The user polishes its body to reduce drag. It can sharply raise the Speed stat."
"397","15","The user polishes its body to reduce drag. This can sharply raise the Speed stat."
"397","20","The user polishes its body to reduce drag. This sharply raises the Speed stat."
"397","25","The user polishes its body to reduce drag. This sharply boosts the user's Speed stat."
"398","8","The foe is stabbed with a tentacle or arm steeped in poison. It may also poison the foe."
"398","11","The target is stabbed with a tentacle or arm steeped in poison. It may also poison the target."
"398","15","The target is stabbed with a tentacle or arm steeped in poison. This may also poison the target."
"398","19","The target is stabbed with a tentacle, arm, or the like steeped in poison. This may also poison the target."
"398","25","The target is stabbed with a tentacle, an arm, or the like steeped in poison. This may also poison the target."
"399","8","The user releases a horrible aura imbued with dark thoughts. It may also make the target flinch."
"399","15","The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch."
"399","24","The user releases a horrible aura imbued with ill intent. This attack never misses."
"399","25","The user releases a horrible aura imbued with ill intent. This may also make the target flinch."
"400","8","The user slashes the foe the instant an opportunity arises. It has a high critical-hit ratio."
"400","11","The user slashes the target the instant an opportunity arises. Critical hits land more easily."
"400","24","The user slashes the target the instant the target lowers its guard. This move has a heightened chance of landing a critical hit."
"400","25","The user slashes the target the instant an opportunity arises. This move has a heightened chance of landing a critical hit."
"401","8","The user attacks by swinging its tail as if it were a vicious wave in a raging storm."
"402","8","The user slams a barrage of hardshelled seeds down on the foe from above."
"402","11","The user slams a barrage of hard-shelled seeds down on the target from above."
"402","25","The user attacks by slamming a barrage of hard-shelled seeds down on the target from above."
"403","8","The user attacks with a blade of air that slices even the sky. It may also make the target flinch."
"403","15","The user attacks with a blade of air that slices even the sky. This may also make the target flinch."
"403","24","The user attacks with a blade of air that slices even the sky."
"404","8","The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors."
"404","11","The user slashes at the target by crossing its scythes or claws as if they were a pair of scissors."
"404","24","The user strikes at the target by crossing its scythes or claws as if they were a pair of scissors. This move has a heightened chance of landing a critical hit."
"404","25","The user slashes at the target by crossing its scythes, claws, or the like as if they were a pair of scissors."
"405","8","The user vibrates its wings to generate a damaging sound wave. It may also lower the foe’s Sp. Def stat."
"405","11","The user vibrates its wings to generate a damaging sound wave. It may also lower the target’s Sp. Def stat."
"405","15","The user vibrates its wings to generate a damaging sound wave. This may also lower the target’s Sp. Def stat."
"405","17","The user generates a damaging sound wave by vibration. This may also lower the target’s Sp. Def stat."
"405","24","The user vibrates to generate a damaging sound wave. This may also lower the target’s defensive stats."
"405","25","The user vibrates to generate a damaging sound wave. This may also lower the target's Sp. Def stat."
"406","8","The foe is attacked with a shock wave generated by the user’s gaping mouth."
"406","11","The target is attacked with a shock wave generated by the user’s gaping mouth."
